audit_id,user_id,role,action,patient_id,timestamp,record_type,record_id,actions_per_hour,unique_patients_accessed,off_hours_flag,untreated_patient_ratio,record_type_entropy,rapid_edit_flag,cross_role_action_flag,session_duration_minutes,is_anomaly
141,DOC_008,doctor,update_diagnosis,d1838618-2a96-9761-0b8d-89a92a022bcc,2026-04-02 10:51:24,condition,CONDITION_1652,24,5,0,0.12,1.846,0,0,74.08,0
142,DOC_004,doctor,view_observation,2d457e3d-90cb-357e-f7e0-3014068d2f29,2026-03-30 07:07:03,observation,OBSERVATION_4909,21,12,0,0.14,1.988,0,0,34.08,0
143,DOC_004,doctor,create_prescription,3eee4689-2d02-6ec9-c257-42b3adfdcd70,2026-04-01 06:27:14,prescription,PRESCRIPTION_9568,8,17,0,0.13,1.5,0,0,51.63,0
144,PATUSER_009,patient,cancel_appointment,83948281-33ad-4a11-0a3d-04484caf2ab9,2026-05-10 12:22:36,appointment,APPOINTMENT_9582,3,1,0,0.0,0.811,0,0,57.48,0
145,DOC_005,doctor,create_prescription,9b5ce034-80bf-4c6b-f400-3a89fc0d135b,2026-04-17 09:36:45,prescription,PRESCRIPTION_1579,7,18,0,0.1,1.76,0,0,39.97,0
146,PATUSER_011,patient,view_queue,dd55f477-af88-4543-f8c0-dca25a96c4cb,2026-05-22 12:12:49,queue,QUEUE_4656,6,3,0,0.0,1.922,0,0,27.53,0
147,PATUSER_027,patient,cancel_appointment,20f1f5b5-38be-6554-7a24-9fcc8d4bd6c4,2026-04-14 00:32:04,appointment,APPOINTMENT_5979,4,1,1,0.0,0.811,0,0,65.62,0
148,PATUSER_023,patient,book_appointment,917ffe5d-46b2-36f1-0de8-35e5ed017fa7,2026-05-10 08:24:03,appointment,APPOINTMENT_1157,3,3,0,0.0,1.842,0,0,74.85,0
149,NUR_007,nurse,view_audit,5dd32bff-9eaf-50ef-db4f-c6065be13792,2026-04-09 15:53:00,audit,AUDIT_7102,59,74,0,0.89,2.252,1,1,151.18,1
150,PATUSER_005,patient,view_queue,21b4ddc5-081e-1ecd-3573-f2ea42677b66,2026-03-29 02:04:05,queue,QUEUE_5455,5,1,1,0.0,1.485,0,0,49.61,0
151,DOC_015,doctor,create_prescription,d9044272-63af-eca3-2a0c-ec9f9c10a98f,2026-04-21 17:55:49,prescription,PRESCRIPTION_8591,43,69,0,0.9,1.522,0,0,166.62,1
152,NUR_002,nurse,view_appointment,c95c96d5-ac6e-6ab6-143b-6da3e3923f39,2026-04-03 01:32:14,appointment,APPOINTMENT_5093,13,15,1,0.1,1.891,0,0,7.82,0
153,DOC_007,doctor,create_prescription,155649eb-5d3e-41ca-5a2c-78972a1721f4,2026-05-16 02:51:52,prescription,PRESCRIPTION_1829,8,3,1,0.01,1.834,0,0,20.56,0
154,DOC_011,doctor,create_prescription,20f1f5b5-38be-6554-7a24-9fcc8d4bd6c4,2026-05-22 06:37:46,prescription,PRESCRIPTION_7275,17,18,0,0.01,1.981,0,0,17.1,0
155,DOC_009,doctor,view_observation,b3c9a883-40ea-1452-7b76-62e552e033d2,2026-05-14 11:11:51,observation,OBSERVATION_1959,21,10,0,0.14,1.888,0,0,60.64,0
156,PATUSER_027,patient,view_own_record,dd55f477-af88-4543-f8c0-dca25a96c4cb,2026-04-09 09:08:44,medical_record,MEDICAL_RECORD_3328,3,3,0,0.0,1.855,0,0,73.18,0
157,PATUSER_012,patient,view_own_record,5e236a28-42bb-348c-3267-03ed1a052b40,2026-04-08 08:04:43,medical_record,MEDICAL_RECORD_3320,5,2,0,0.0,1.855,0,0,7.66,0
158,PATUSER_025,patient,view_queue,073b376b-9659-3e78-c6a6-a08b74d710da,2026-05-01 08:32:50,queue,QUEUE_3872,3,1,0,0.0,1.53,0,0,70.93,0
159,ADM_003,admin,update_schedule,3bc81e09-7091-bc59-a58a-39b485d9e48b,2026-05-18 12:16:05,schedule,SCHEDULE_6425,6,2,0,0.02,1.918,1,0,54.14,0
160,PATUSER_023,patient,update_diagnosis,820d39a0-d304-2b9d-25a8-d705deede745,2026-05-03 19:13:25,condition,CONDITION_7323,55,30,0,0.86,1.79,0,1,366.5,1
161,PATUSER_004,patient,view_queue,8db9c819-1c0b-c9a9-3e31-4b85f52201d2,2026-03-31 03:19:59,queue,QUEUE_3787,4,2,1,0.0,1.884,0,0,29.59,0
162,ADM_003,admin,view_audit,4ca3be26-4f97-27f0-32fa-6ea155eba23a,2026-04-21 02:07:39,audit,AUDIT_5872,10,1,1,0.03,1.895,0,0,67.53,0
163,NUR_001,nurse,update_vitals,d1838618-2a96-9761-0b8d-89a92a022bcc,2026-03-30 06:45:21,observation,OBSERVATION_7512,26,23,0,0.1,1.936,0,0,30.26,0
164,PATUSER_006,patient,cancel_appointment,b09b332a-a8b1-5541-6855-d6420f922505,2026-05-20 10:50:52,appointment,APPOINTMENT_2404,3,1,0,0.0,1.936,0,0,32.13,0
165,PATUSER_018,patient,view_queue,ea7deb48-7fa5-3406-28b9-051b0c18d363,2026-05-16 08:59:55,queue,QUEUE_3738,4,3,0,0.0,1.868,0,0,9.27,0
166,DOC_014,doctor,create_prescription,a82f0145-e797-d65d-bebf-e49dd38bac1e,2026-05-17 03:04:45,prescription,PRESCRIPTION_5525,6,16,1,0.02,1.922,0,0,19.13,0
167,PATUSER_009,patient,view_own_record,10751dec-9152-b658-beeb-ba433fbb9213,2026-04-20 00:35:38,medical_record,MEDICAL_RECORD_5512,6,3,1,0.0,1.826,0,0,59.72,0
168,PATUSER_001,patient,cancel_appointment,3844e0c5-14c7-8f87-19b0-8f769b3bdd70,2026-05-08 09:41:32,appointment,APPOINTMENT_3201,6,3,0,0.0,1.491,0,0,32.71,0
169,NUR_005,nurse,update_vitals,d9044272-63af-eca3-2a0c-ec9f9c10a98f,2026-04-07 08:25:21,observation,OBSERVATION_4288,18,14,0,0.09,1.936,0,0,11.25,0
170,PATUSER_029,patient,view_audit,e1571870-cf37-1c6b-c97f-c4ab9a32b172,2026-05-15 16:56:01,audit,AUDIT_8308,64,23,0,0.95,2.322,1,1,179.73,1
171,DOC_012,doctor,view_record,f84719a0-d28d-ec20-64a8-a17992dcd9ac,2026-04-12 07:27:53,medical_record,MEDICAL_RECORD_7709,23,14,0,0.08,1.252,0,0,23.11,0
172,PATUSER_008,patient,view_record,21adc8c0-7e1e-5167-1ac1-5449a6a2c73f,2026-04-08 15:43:07,medical_record,MEDICAL_RECORD_8646,35,50,0,0.95,1.811,1,1,171.96,1
173,NUR_005,nurse,view_appointment,20f1f5b5-38be-6554-7a24-9fcc8d4bd6c4,2026-04-29 10:08:07,appointment,APPOINTMENT_5278,20,24,0,0.01,1.299,0,0,51.36,0
174,PATUSER_017,patient,view_own_record,21adc8c0-7e1e-5167-1ac1-5449a6a2c73f,2026-05-15 11:21:20,medical_record,MEDICAL_RECORD_6622,3,1,0,0.0,1.922,0,0,58.58,0
175,PATUSER_022,patient,cancel_appointment,ad37dc95-561f-9348-6577-eff9b22d47c2,2026-04-26 10:46:23,appointment,APPOINTMENT_4659,5,3,0,0.0,1.784,0,0,68.46,0
176,PATUSER_023,patient,view_own_record,d9044272-63af-eca3-2a0c-ec9f9c10a98f,2026-04-24 06:30:24,medical_record,MEDICAL_RECORD_7704,3,2,0,0.0,1.95,0,0,25.58,0
177,PATUSER_012,patient,view_own_record,9b5ce034-80bf-4c6b-f400-3a89fc0d135b,2026-04-25 07:48:09,medical_record,MEDICAL_RECORD_2442,2,2,0,0.0,1.891,0,0,17.62,0
178,DOC_009,doctor,create_prescription,a82f0145-e797-d65d-bebf-e49dd38bac1e,2026-05-10 10:49:29,prescription,PRESCRIPTION_3736,18,15,0,0.09,1.825,0,0,5.33,0
179,DOC_005,doctor,create_prescription,054e161c-d33f-0970-2018-1f19582e0813,2026-04-15 05:24:00,prescription,PRESCRIPTION_4460,14,17,1,0.16,1.149,0,0,28.65,0
180,PATUSER_022,patient,view_audit,83948281-33ad-4a11-0a3d-04484caf2ab9,2026-05-19 21:06:45,audit,AUDIT_8772,45,27,0,0.77,1.551,1,1,357.64,1
181,PATUSER_020,patient,view_own_record,1c39de5b-289a-3a1a-669b-2f756efb8bcb,2026-05-06 11:59:46,medical_record,MEDICAL_RECORD_6864,6,3,0,0.0,1.884,1,0,34.46,0
182,PATUSER_021,patient,view_queue,b23941a4-269e-2ac4-8ced-75d1ac8b1b1d,2026-04-15 02:41:29,queue,QUEUE_9383,1,3,1,0.0,1.522,0,0,19.54,0
183,DOC_005,doctor,view_record,bfb0d055-557b-4579-1a3b-78cc2ead82c9,2026-03-31 02:18:40,medical_record,MEDICAL_RECORD_3267,13,10,1,0.1,1.299,0,0,23.49,0
184,PATUSER_018,patient,view_own_record,b09b332a-a8b1-5541-6855-d6420f922505,2026-04-17 06:18:50,medical_record,MEDICAL_RECORD_7319,3,2,0,0.0,1.371,0,0,23.78,0
185,PATUSER_020,patient,view_own_record,671064b5-039b-51a8-7e40-8e6baa0a7e35,2026-05-18 06:36:35,medical_record,MEDICAL_RECORD_1753,6,1,0,0.0,1.669,0,0,53.73,0
186,DOC_005,doctor,view_record,c95c96d5-ac6e-6ab6-143b-6da3e3923f39,2026-04-21 06:09:15,medical_record,MEDICAL_RECORD_9055,5,10,0,0.22,1.868,0,0,28.68,0
187,NUR_006,nurse,update_queue,d1838618-2a96-9761-0b8d-89a92a022bcc,2026-03-30 04:55:57,appointment,APPOINTMENT_1587,9,22,1,0.03,1.677,0,0,33.23,0
188,PATUSER_011,patient,book_appointment,4f0c6acb-066b-1f8d-228d-5e5a973d1fef,2026-05-05 02:08:58,appointment,APPOINTMENT_2596,5,3,1,0.0,1.975,0,0,67.31,0
189,PATUSER_024,patient,cancel_appointment,744a7169-4e89-61ff-27f2-3c736abf4368,2026-04-29 00:59:52,appointment,APPOINTMENT_7704,3,2,1,0.0,1.922,0,0,72.51,0
190,DOC_007,doctor,create_prescription,2b31de7e-3596-37c7-1d46-db12d82e73ef,2026-05-09 03:47:35,prescription,PRESCRIPTION_9260,11,6,1,0.2,1.5,0,0,36.99,0
191,DOC_009,doctor,create_prescription,dd0de87d-2596-9c38-a834-6f5246a48a51,2026-05-08 01:03:40,prescription,PRESCRIPTION_5067,21,4,1,0.12,1.371,0,0,45.96,0
192,NUR_003,nurse,view_appointment,b4679b26-64ac-c348-6667-1e9093ae866f,2026-05-17 06:11:04,appointment,APPOINTMENT_7839,17,20,0,0.1,1.65,0,0,47.18,0
193,PATUSER_019,patient,view_own_record,7bbc22dd-2b36-8b49-3bcc-14c25dafd13e,2026-04-18 08:35:32,medical_record,MEDICAL_RECORD_5695,3,2,0,0.0,1.5,0,0,41.59,0
194,PATUSER_019,patient,cancel_appointment,f8540aed-49fc-9dd6-b195-288635b1d17a,2026-05-16 00:54:35,appointment,APPOINTMENT_5117,6,2,1,0.0,1.959,0,0,42.88,0
195,DOC_013,doctor,create_prescription,0e697a7b-149b-602d-af6f-7e76ca18c5d7,2026-04-12 07:54:40,prescription,PRESCRIPTION_5572,12,14,0,0.17,1.585,0,0,47.24,0
196,PATUSER_011,patient,book_appointment,8fcbd58f-7e61-d74d-9b35-46d267ecbbd3,2026-03-27 02:36:28,appointment,APPOINTMENT_2506,5,2,1,0.0,1.988,1,0,37.64,0
197,ADM_001,admin,update_schedule,4bab2d0f-4783-619c-46b2-f656667ffb67,2026-04-29 04:19:17,schedule,SCHEDULE_4937,12,5,1,0.03,1.5,0,0,71.52,0
198,PATUSER_017,patient,view_own_record,2925a752-da6a-ef1f-31aa-68b0c2ff5027,2026-04-18 09:43:03,medical_record,MEDICAL_RECORD_6248,2,1,0,0.0,1.906,0,0,27.47,0
199,PATUSER_008,patient,book_appointment,219c0f88-2190-9af2-4122-bcf1c4f4a0bf,2026-05-06 02:07:18,appointment,APPOINTMENT_2433,2,3,1,0.0,1.846,0,0,48.89,0
200,DOC_005,doctor,view_observation,2faf5170-7c17-9c76-c091-5349b5ecad23,2026-04-17 18:55:09,observation,OBSERVATION_9238,70,24,0,0.84,1.371,0,0,393.3,1
201,DOC_007,doctor,view_record,a992fe7d-cd9b-0ace-6e0b-f6f0b5f01fc3,2026-04-24 10:37:03,medical_record,MEDICAL_RECORD_1182,14,5,0,0.06,1.792,0,0,31.7,0
202,PATUSER_011,patient,view_own_record,7f857501-0257-2c7f-2e8f-9886705681f3,2026-04-13 02:40:16,medical_record,MEDICAL_RECORD_2877,1,1,1,0.0,1.447,1,0,46.77,0
203,DOC_012,doctor,update_diagnosis,d1838618-2a96-9761-0b8d-89a92a022bcc,2026-03-31 09:39:15,condition,CONDITION_8383,6,17,0,0.14,1.79,0,0,52.02,0
204,NUR_007,nurse,update_vitals,c95c96d5-ac6e-6ab6-143b-6da3e3923f39,2026-04-04 04:26:49,observation,OBSERVATION_8583,30,24,1,0.02,1.449,0,0,61.54,0
205,PATUSER_004,patient,view_own_record,d1838618-2a96-9761-0b8d-89a92a022bcc,2026-05-17 04:44:23,medical_record,MEDICAL_RECORD_9309,4,3,1,0.0,1.252,0,0,50.19,0
206,PATUSER_016,patient,update_diagnosis,843d8b33-f833-1324-2aa6-e07c91e49204,2026-04-09 21:01:26,condition,CONDITION_9227,72,45,0,0.9,2.163,0,1,391.89,1
207,DOC_001,doctor,create_prescription,054e161c-d33f-0970-2018-1f19582e0813,2026-05-11 10:12:59,prescription,PRESCRIPTION_2029,10,7,0,0.1,0.811,0,0,71.41,0
208,NUR_002,nurse,update_vitals,07052ffe-5096-f813-923b-f3a32be34399,2026-05-20 00:28:31,observation,OBSERVATION_7201,29,12,1,0.06,1.522,0,0,32.17,0
209,ADM_002,admin,view_report,e300c149-9eaa-3d5a-57d9-ea8d4c996597,2026-05-16 02:21:51,report,REPORT_3578,10,4,1,0.04,1.686,0,0,41.15,0
210,ADM_002,admin,update_schedule,7225d50f-9363-214e-02d6-3fdc2a246bdc,2026-04-24 01:40:06,schedule,SCHEDULE_3725,12,3,1,0.04,1.361,0,0,12.93,0
211,NUR_002,nurse,view_appointment,744a7169-4e89-61ff-27f2-3c736abf4368,2026-03-30 08:39:57,appointment,APPOINTMENT_4765,20,25,0,0.12,1.79,0,0,66.5,0
212,ADM_003,admin,manage_user,8e21cb1f-b016-dda9-1d06-c920c24a0b37,2026-05-02 01:32:40,user,USER_8899,2,3,1,0.05,1.826,0,0,52.91,0
213,PATUSER_026,patient,view_own_record,3408cffd-cbea-0de1-e3a8-8b0b86bb5637,2026-04-21 05:34:45,medical_record,MEDICAL_RECORD_1116,5,3,1,0.0,1.842,0,0,63.6,0
214,PATUSER_012,patient,cancel_appointment,a24f1dcf-ef87-f609-183a-d00bcc9b7292,2026-04-20 08:49:35,appointment,APPOINTMENT_3928,1,2,0,0.0,1.361,0,0,53.14,0
215,ADM_002,admin,manage_user,3c6d02df-84f2-f9e2-8e09-852349757293,2026-05-18 08:22:11,user,USER_1852,6,4,0,0.06,1.842,0,0,32.87,0
216,DOC_011,doctor,view_record,717861a2-ab2b-2d2a-6a8f-6388dbff69d2,2026-03-29 10:42:43,medical_record,MEDICAL_RECORD_1941,5,5,0,0.18,1.522,0,0,47.02,0
217,PATUSER_025,patient,cancel_appointment,717861a2-ab2b-2d2a-6a8f-6388dbff69d2,2026-04-06 10:29:19,appointment,APPOINTMENT_7474,4,2,0,0.0,1.855,1,0,64.54,0
218,PATUSER_001,patient,cancel_appointment,fb36d3d9-666c-c4c2-bb96-c9195538d4df,2026-05-10 09:20:04,appointment,APPOINTMENT_3867,1,3,0,0.0,1.837,0,0,69.34,0
219,PATUSER_002,patient,cancel_appointment,c5d42b3b-72de-b953-545d-1de4cf59d279,2026-05-20 09:01:21,appointment,APPOINTMENT_2106,1,3,0,0.0,1.738,0,0,71.29,0
220,ADM_003,admin,view_audit,dda456b9-cd60-e91b-8a88-fd381a9e4611,2026-05-08 04:19:45,audit,AUDIT_6792,12,3,1,0.08,1.906,0,0,29.72,0
221,DOC_014,doctor,update_diagnosis,c95c96d5-ac6e-6ab6-143b-6da3e3923f39,2026-04-07 04:40:41,condition,CONDITION_5501,10,9,1,0.11,1.826,0,0,56.48,0
222,PATUSER_007,patient,view_own_record,3408cffd-cbea-0de1-e3a8-8b0b86bb5637,2026-04-27 09:17:56,medical_record,MEDICAL_RECORD_7216,3,2,0,0.0,1.888,0,0,45.37,0
223,PATUSER_013,patient,cancel_appointment,19e9c5a5-4114-0f95-e5e8-29cd6749d4e1,2026-04-24 06:05:50,appointment,APPOINTMENT_6981,5,2,0,0.0,1.459,0,0,23.4,0
224,PATUSER_030,patient,book_appointment,dd55f477-af88-4543-f8c0-dca25a96c4cb,2026-05-16 07:33:15,appointment,APPOINTMENT_1159,2,3,0,0.0,0.985,0,0,45.31,0
225,DOC_012,doctor,view_record,d1e9c67e-e701-dbf5-aa21-bb9ae3751b97,2026-04-19 02:33:13,medical_record,MEDICAL_RECORD_2577,21,13,1,0.17,2.0,0,0,44.35,0
226,PATUSER_004,patient,cancel_appointment,3c6d02df-84f2-f9e2-8e09-852349757293,2026-04-16 04:27:55,appointment,APPOINTMENT_7243,3,2,1,0.0,1.837,0,0,70.23,0
227,PATUSER_015,patient,view_queue,668a10b4-c005-0df3-522e-b068e0d29ea9,2026-05-04 11:06:05,queue,QUEUE_6136,2,1,0,0.0,1.922,0,0,70.0,0
228,NUR_006,nurse,view_appointment,d20dc49f-5674-961e-a123-6e3000654b95,2026-05-11 12:04:02,appointment,APPOINTMENT_7505,16,25,0,0.08,1.371,0,0,36.14,0
229,DOC_007,doctor,view_record,cc4e166f-53eb-f57b-fb9c-72dddeeb448f,2026-03-31 07:43:08,medical_record,MEDICAL_RECORD_5655,22,4,0,0.01,1.922,0,0,58.55,0
230,PATUSER_004,patient,cancel_appointment,843d8b33-f833-1324-2aa6-e07c91e49204,2026-05-19 02:56:58,appointment,APPOINTMENT_8891,5,1,1,0.0,1.561,1,0,51.45,0
231,PATUSER_010,patient,cancel_appointment,2d457e3d-90cb-357e-f7e0-3014068d2f29,2026-03-25 01:27:02,appointment,APPOINTMENT_8816,4,2,1,0.0,1.459,0,0,23.19,0
232,NUR_005,nurse,create_prescription,7bbc22dd-2b36-8b49-3bcc-14c25dafd13e,2026-04-19 20:23:04,prescription,PRESCRIPTION_9464,86,38,0,0.85,2.046,0,1,284.46,1
233,PATUSER_024,patient,cancel_appointment,a2ff83e0-2cc0-50a4-b008-52a1add72ced,2026-04-20 09:39:23,appointment,APPOINTMENT_5458,6,3,0,0.0,1.918,0,0,50.39,0
234,PATUSER_020,patient,view_own_record,dd55f477-af88-4543-f8c0-dca25a96c4cb,2026-04-05 03:32:47,medical_record,MEDICAL_RECORD_1241,3,1,1,0.0,1.459,0,0,72.88,0
235,PATUSER_007,patient,view_own_record,45f758c8-34c3-3fa5-41f9-5906127ba1bd,2026-04-15 06:32:22,medical_record,MEDICAL_RECORD_3975,3,2,0,0.0,1.459,0,0,37.46,0
236,DOC_013,doctor,view_observation,820d39a0-d304-2b9d-25a8-d705deede745,2026-04-09 05:13:31,observation,OBSERVATION_8884,17,3,1,0.03,1.981,0,0,22.43,0
237,PATUSER_016,patient,view_queue,c5d42b3b-72de-b953-545d-1de4cf59d279,2026-04-14 05:26:39,queue,QUEUE_7084,1,3,1,0.0,1.561,0,0,12.9,0
238,PATUSER_025,patient,view_own_record,a24f1dcf-ef87-f609-183a-d00bcc9b7292,2026-03-28 02:49:10,medical_record,MEDICAL_RECORD_3207,4,1,1,0.0,2.0,0,0,28.69,0
239,NUR_002,nurse,update_queue,e60a6ecc-5639-5800-4bf2-8e8a2865e55c,2026-04-28 07:48:49,appointment,APPOINTMENT_8439,30,20,0,0.07,1.811,0,0,39.31,0
240,DOC_001,doctor,create_prescription,2d457e3d-90cb-357e-f7e0-3014068d2f29,2026-04-14 09:12:33,prescription,PRESCRIPTION_9572,17,8,0,0.19,1.971,0,0,30.49,0
241,PATUSER_018,patient,view_record,ed1c3b46-34b9-221b-cb10-682e9ed9ddbd,2026-03-26 18:03:10,medical_record,MEDICAL_RECORD_1994,46,75,0,0.66,2.187,0,1,265.61,1
242,ADM_002,admin,view_audit,073b376b-9659-3e78-c6a6-a08b74d710da,2026-05-10 06:31:22,audit,AUDIT_9710,15,5,0,0.08,0.971,0,0,48.19,0
243,ADM_003,admin,update_schedule,d9044272-63af-eca3-2a0c-ec9f9c10a98f,2026-05-11 08:33:18,schedule,SCHEDULE_6319,12,3,0,0.06,1.826,0,0,44.09,0
244,PATUSER_030,patient,book_appointment,3844e0c5-14c7-8f87-19b0-8f769b3bdd70,2026-04-18 11:16:04,appointment,APPOINTMENT_1267,4,3,0,0.0,1.906,0,0,21.85,0
245,PATUSER_009,patient,cancel_appointment,e60a6ecc-5639-5800-4bf2-8e8a2865e55c,2026-03-26 05:16:21,appointment,APPOINTMENT_5341,1,2,1,0.0,1.906,0,0,20.04,0
246,ADM_002,admin,manage_user,8fcbd58f-7e61-d74d-9b35-46d267ecbbd3,2026-05-10 03:31:15,user,USER_8115,5,4,1,0.08,1.936,0,0,32.99,0
247,PATUSER_002,patient,view_own_record,a992fe7d-cd9b-0ace-6e0b-f6f0b5f01fc3,2026-05-04 02:16:09,medical_record,MEDICAL_RECORD_9846,2,3,1,0.0,1.0,0,0,47.16,0
248,PATUSER_012,patient,view_queue,054e161c-d33f-0970-2018-1f19582e0813,2026-04-22 09:15:07,queue,QUEUE_9980,6,1,0,0.0,1.959,0,0,52.15,0
249,PATUSER_001,patient,book_appointment,e300c149-9eaa-3d5a-57d9-ea8d4c996597,2026-04-24 07:01:41,appointment,APPOINTMENT_7776,5,2,0,0.0,1.846,0,0,14.13,0
250,PATUSER_003,patient,cancel_appointment,d1838618-2a96-9761-0b8d-89a92a022bcc,2026-04-04 03:49:08,appointment,APPOINTMENT_4982,3,2,1,0.0,1.823,0,0,6.69,0
251,PATUSER_015,patient,view_queue,dd0de87d-2596-9c38-a834-6f5246a48a51,2026-04-24 04:27:50,queue,QUEUE_5653,1,2,1,0.0,1.959,0,0,12.79,0
252,DOC_013,doctor,update_diagnosis,054e161c-d33f-0970-2018-1f19582e0813,2026-05-06 10:21:27,condition,CONDITION_7237,13,4,0,0.1,1.922,0,0,9.66,0
253,PATUSER_008,patient,book_appointment,754c6983-a899-1c3c-f51d-2af172b88b91,2026-04-06 01:58:58,appointment,APPOINTMENT_6465,3,2,1,0.0,1.5,0,0,42.21,0
254,PATUSER_007,patient,cancel_appointment,21adc8c0-7e1e-5167-1ac1-5449a6a2c73f,2026-04-09 02:58:46,appointment,APPOINTMENT_5590,1,2,1,0.0,1.5,0,0,29.88,0
255,DOC_015,doctor,create_prescription,cc4e166f-53eb-f57b-fb9c-72dddeeb448f,2026-04-20 06:42:05,prescription,PRESCRIPTION_9582,9,5,0,0.16,1.295,0,0,52.46,0
256,DOC_009,doctor,view_record,cc4e166f-53eb-f57b-fb9c-72dddeeb448f,2026-04-05 02:47:22,medical_record,MEDICAL_RECORD_5970,23,8,1,0.07,1.5,0,0,71.4,0
257,PATUSER_004,patient,book_appointment,f8540aed-49fc-9dd6-b195-288635b1d17a,2026-04-05 10:28:17,appointment,APPOINTMENT_7348,6,2,0,0.0,1.834,0,0,18.16,0
258,PATUSER_007,patient,view_own_record,3eee4689-2d02-6ec9-c257-42b3adfdcd70,2026-05-23 02:43:55,medical_record,MEDICAL_RECORD_8496,2,1,1,0.0,1.95,0,0,58.52,0
259,NUR_001,nurse,register_walkin,a8bef5c2-6743-79e8-8477-bc3b6244c334,2026-04-27 00:32:57,appointment,APPOINTMENT_7347,27,18,1,0.09,1.5,0,0,70.74,0
260,PATUSER_009,patient,cancel_appointment,9e25d332-9229-0803-ad9f-ca235142458e,2026-04-23 00:36:56,appointment,APPOINTMENT_1408,2,2,1,0.0,1.922,0,0,66.91,0
261,DOC_012,doctor,create_prescription,155649eb-5d3e-41ca-5a2c-78972a1721f4,2026-05-09 12:12:36,prescription,PRESCRIPTION_9383,11,17,0,0.02,1.922,0,0,50.4,0
262,PATUSER_015,patient,cancel_appointment,a24f1dcf-ef87-f609-183a-d00bcc9b7292,2026-04-30 07:22:11,appointment,APPOINTMENT_6071,5,2,0,0.0,1.918,0,0,16.96,0
263,PATUSER_022,patient,book_appointment,d1e9c67e-e701-dbf5-aa21-bb9ae3751b97,2026-03-25 08:06:17,appointment,APPOINTMENT_9904,3,3,0,0.0,0.811,0,0,67.9,0
264,PATUSER_027,patient,view_audit,6383af50-c8f6-0c22-1dd4-6ee2be572cb1,2026-03-29 20:05:07,audit,AUDIT_6718,50,33,0,0.84,1.842,1,1,256.12,1
265,DOC_003,doctor,create_prescription,d1838618-2a96-9761-0b8d-89a92a022bcc,2026-04-04 01:09:47,prescription,PRESCRIPTION_5797,23,12,1,0.07,1.95,0,0,12.62,0
266,PATUSER_006,patient,book_appointment,054e161c-d33f-0970-2018-1f19582e0813,2026-05-03 11:29:35,appointment,APPOINTMENT_3947,3,2,0,0.0,1.784,0,0,41.73,0
267,PATUSER_015,patient,view_own_record,42c1eb05-09a9-eeda-a957-d822de66c536,2026-05-11 05:20:42,medical_record,MEDICAL_RECORD_5919,2,1,1,0.0,1.884,0,0,37.54,0
268,PATUSER_008,patient,view_own_record,820d39a0-d304-2b9d-25a8-d705deede745,2026-05-17 00:37:41,medical_record,MEDICAL_RECORD_8577,1,3,1,0.0,1.837,0,0,32.72,0
269,PATUSER_026,patient,cancel_appointment,dd0de87d-2596-9c38-a834-6f5246a48a51,2026-04-29 12:00:30,appointment,APPOINTMENT_6050,1,3,0,0.0,1.922,0,0,55.75,0
270,PATUSER_021,patient,book_appointment,073b376b-9659-3e78-c6a6-a08b74d710da,2026-04-17 11:55:22,appointment,APPOINTMENT_2517,1,2,0,0.0,1.557,0,0,39.79,0
271,PATUSER_004,patient,cancel_appointment,83948281-33ad-4a11-0a3d-04484caf2ab9,2026-05-13 07:46:38,appointment,APPOINTMENT_7350,5,1,0,0.0,1.922,0,0,69.65,0
272,PATUSER_021,patient,view_own_record,d998bd61-bed8-3eb5-dcb5-297579cf936f,2026-04-15 01:56:25,medical_record,MEDICAL_RECORD_6257,1,2,1,0.0,1.522,0,0,53.09,0
273,DOC_013,doctor,create_prescription,d1838618-2a96-9761-0b8d-89a92a022bcc,2026-04-11 04:33:29,prescription,PRESCRIPTION_6549,22,13,1,0.17,1.483,0,0,24.09,0
274,PATUSER_010,patient,view_queue,e1571870-cf37-1c6b-c97f-c4ab9a32b172,2026-03-28 02:31:56,queue,QUEUE_9740,1,2,1,0.0,1.459,0,0,8.53,0
275,DOC_006,doctor,view_record,a8bef5c2-6743-79e8-8477-bc3b6244c334,2026-04-23 07:46:12,medical_record,MEDICAL_RECORD_8987,23,7,0,0.02,1.823,0,0,53.9,0
276,DOC_002,doctor,update_diagnosis,83948281-33ad-4a11-0a3d-04484caf2ab9,2026-05-01 17:02:37,condition,CONDITION_5949,57,50,0,0.8,1.522,0,0,204.68,1
277,PATUSER_010,patient,view_queue,dd0de87d-2596-9c38-a834-6f5246a48a51,2026-04-18 09:30:50,queue,QUEUE_3886,4,1,0,0.0,1.834,0,0,43.36,0
278,NUR_005,nurse,view_appointment,5dd32bff-9eaf-50ef-db4f-c6065be13792,2026-04-25 02:08:11,appointment,APPOINTMENT_3444,27,9,1,0.08,1.371,0,0,62.39,0
279,PATUSER_004,patient,cancel_appointment,a8bef5c2-6743-79e8-8477-bc3b6244c334,2026-04-13 07:03:19,appointment,APPOINTMENT_2022,5,3,0,0.0,1.906,0,0,19.4,0
280,ADM_002,admin,view_audit,0369610a-4641-e2d5-80b2-844b2bd99f16,2026-04-09 00:54:13,audit,AUDIT_4083,2,8,1,0.08,1.685,0,0,65.29,0
